18.04.2014; Жим ногами + дотяг;;;;;;;;;;;;;;;;;;;;;;;;;
;;;12;12;12;;;;;;;;;;;;;;;900;36;63%;25;39.6; 22.73   ;
;;Жим книзу в блочном тренажере двумя руками;65;65;65;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;2925;45;59%;65;109.33; 26.75   ;
;;;Канат;;;;;;;;;;;;;;;;;;;;;;;
04.08.2017; Прис 150 4х4 тяга 120 накл гипер;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;150;150;150;150;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;4;;;;;;;;;;;;;;2400;16;71%;150;210; 11.43   ;
;;Становая тяга;120;120;120;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;;;;;;;;;;;;;;;1440;12;56%;120;212.5; 6.78   ;
;;Наклоны со штангой на плечах;80;80;80;80;80;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;6;6;6;6;6;;;;;;;;;;;;;2400;30;46%;80;173.79; 13.81   ;
;;Гиперэкстензия;0;0;0;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;0;45;0%;0;57.6; -     ;
07.08.2017; Жим 100 3х6 разное;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;100;100;100;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;6;6;6;;;;;;;;;;;;;;;1800;18;73%;100;137.5; 13.09   ;
;;Жим штанги на скамье с наклоном вверх;60;60;60;60;60;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;5;5;;;;;;;;;;;;;1500;25;50%;60;120; 12.50   ;
;;Тяга штанги в наклоне;80;90;100;100;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;10;;;;;;;;;;;;;;3700;40;69%;92.5;133.33; 27.75   ;
;;;Ez гриф обр хватом;;;;;;;;;;;;;;;;;;;;;;;
;;Горизонтальная тяга узким хватом в блочном тренажере;64;64;64;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;2880;45;59%;64;109.33; 26.34   ;
;;Подъем штанги на бицепс стоя;35;35;35;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;21;21;21;;;;;;;;;;;;;;;2205;63;52%;35;66.67; 33.07   ;
;;Отжимания на брусьях;0;0;0;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;0;45;0%;0;27.24; -     ;
09.08.2017; Прис 120 4х4 яма 140 2х3 пл 170 2х1;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;120;120;120;120;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;4;;;;;;;;;;;;;;1920;16;57%;120;210; 9.14   ;
;;Становая тяга из ямы;60;80;100;120;140;140;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;5;3;3;;;;;;;;;;;;2640;26;51%;101.5384615;200; 13.20   ;
;;Становая тяга с плинтов;170;170;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;1;1;;;;;;;;;;;;;;;;340;2;77%;170;220; 1.55   ;
14.08.2017; Жим 102 6х3 разное;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;102.5;102.5;102.5;102.5;102.5;102.5;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;3;3;3;;;;;;;;;;;;1845;18;75%;102.5;137.5; 13.42   ;
;;Жим штанги на скамье с наклоном вверх;70;70;70;70;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;4;;;;;;;;;;;;;;1120;16;58%;70;120; 9.33   ;
;;Верхний хаммер;35;35;35;35;35;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;12;12;;;;;;;;;;;;;2100;60;36%;35;98.18; 21.39   ;
;;Молоток;20.4;20.4;20.4;20.4;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;12;;;;;;;;;;;;;;979.2;48;52%;20.4;39.17; 25.00   ;
;;Отжимания на брусьях;0;0;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;13;13;;;;;;;;;;;;;;;;0;26;0%;0;27.24; -     ;
16.08.2017; Скам 130 яма до 160х2 пл 190 3х1 накл;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания на скамью;130;130;130;130;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;4;;;;;;;;;;;;;;2080;16;79%;130;164.57; 12.64   ;
;;Становая тяга из ямы;60;80;100;120;140;160;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;4;4;3;2;;;;;;;;;;;;2320;23;50%;100.8695652;200; 11.60   ;
;;Становая тяга с плинтов;190;190;190;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;1;1;1;;;;;;;;;;;;;;;570;3;86%;190;220; 2.59   ;
;;Наклоны со штангой на плечах;90;90;90;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;6;6;6;;;;;;;;;;;;;;;1620;18;52%;90;173.79; 9.32   ;
18.08.2017; Жим 105 6х2 разное;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;105;105;105;105;105;105;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;2;2;2;2;2;2;;;;;;;;;;;;1260;12;76%;105;137.5; 9.16   ;
;;Жим сидя в тренажере;65;70;70;70;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;6;6;6;6;;;;;;;;;;;;;;1650;24;43%;68.75;161.38; 10.22   ;
;;Тяга штанги в наклоне;90;90;90;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;8;8;8;;;;;;;;;;;;;;;2160;24;68%;90;133.33; 16.20   ;
;;Горизонтальная тяга узким хватом в блочном тренажере;73;73;73;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;2190;30;67%;73;109.33; 20.03   ;
;;Подьем на бицепс на скамье скота;25;25;25;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;750;30;63%;25;39.6; 18.94   ;
;;Жим книзу в блочном тренажере двумя руками;65;0;0;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;780;36;20%;21.66666667;109.33; 7.13   ;
;;;Канат;;;;;;;;;;;;;;;;;;;;;;;
21.08.2017; Прис 140 3х3 160 2х2 тяг130 разн;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;60;100;120;140;140;140;160;160;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;3;3;3;3;2;2;;;;;;;;;;2960;25;56%;118.4;210; 14.10   ;
;;Становая тяга;130;130;130;130;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;4;;;;;;;;;;;;;;2080;16;61%;130;212.5; 9.79   ;
;;Разгибания ног на тренажере;75;75;75;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;20;20;20;;;;;;;;;;;;;;;4500;60;49%;75;153.33; 29.35   ;
;;Наклоны со штангой на плечах;80;80;80;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;6;6;6;;;;;;;;;;;;;;;1440;18;46%;80;173.79; 8.29   ;
23.08.2017; Слинг проходка по 4, разное;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим лежа в слинге;100;105;110;115;120;125;130;135;140;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;4;4;4;4;4;2;;;;;;;;;4040;34;75%;118.8235294;158.82; 25.44   ;
;;Бабочка;55;55;;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;20;20;;;;;;;;;;;;;;;;2200;40;40%;55;139.09; 15.82   ;
;;Верхний хаммер;35;35;35;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;1260;36;36%;35;98.18; 12.83   ;
;;Нижний хаммер;35;35;35;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;1260;36;52%;35;66.67; 18.90   ;
;;Подъем штанги на бицепс стоя;33;33;33;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;21;21;21;;;;;;;;;;;;;;;2079;63;49%;33;66.67; 31.18   ;
26.08.2017; Скам 120 тяга 160 3х3 170 2х1;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания на скамью;120;120;120;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;;;;;;;;;;;;;;;1440;12;73%;120;164.57; 8.75   ;
;;Становая тяга;60;80;100;120;140;160;160;160;170;170;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;4;4;6;3;3;3;1;1;;;;;;;;4200;35;56%;120;212.5; 19.76   ;
28.08.2017; Жим 100 3х3 110 2х2 гант 5х6 разн;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;100;100;100;110;110;95;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;2;2;6;;;;;;;;;;;;1910;19;73%;100.5263158;137.5; 13.89   ;
;;Жим гантелей лежа на горизонтальной скамье;29.5;31.8;34;36.3;38.6;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;6;6;6;6;6;;;;;;;;;;;;;1021.2;30;76%;34.04;44.83; 22.78   ;
;;Тяга штанги в наклоне;80;80;80;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;2880;36;60%;80;133.33; 21.60   ;
;;Горизонтальная тяга узким хватом в блочном тренажере;64;64;64;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;2304;36;59%;64;109.33; 21.07   ;
;;Отведение в кроссовере на среднюю дельту;15;15;15;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;675;45;56%;15;26.67; 25.31   ;
;;Подьем на бицепс на скамье скота;20;20;20;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;900;45;51%;20;39.6; 22.73   ;
;;Французский жим гантелей лежа;13.6;13.6;13.6;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;489.6;36;69%;13.6;19.58; 25.01   ;
30.08.2017; Прис 160 4х3 яма 120 ноги гипер;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;60;80;100;120;140;160;160;160;160;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;3;2;1;3;3;3;3;;;;;;;;;3220;27;57%;119.2592593;210; 15.33   ;
;;Становая тяга из ямы;60;80;100;110;120;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;5;5;;;;;;;;;;;;;2350;25;47%;94;200; 11.75   ;
;;Сгибания ног сидя на тренажере;55;55;55;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;20;20;20;;;;;;;;;;;;;;;3300;60;49%;55;113.33; 29.12   ;
;;Разгибания ног на тренажере;65;65;65;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;20;20;20;;;;;;;;;;;;;;;3900;60;42%;65;153.33; 25.44   ;
;;Гиперэкстензия;20;20;20;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;900;45;35%;20;57.6; 15.63   ;
09.09.2017; ;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;100;100;100;100;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;4;;;;;;;;;;;;;;1600;16;73%;100;137.5; 11.64   ;
;;Горизонтальная тяга узким хватом в блочном тренажере;68;68;68;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;2040;30;62%;68;109.33; 18.66   ;
;;Вертикальная тяга верхнего блока к груди широким хватом;59;59;59;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;1770;30;49%;59;121.33; 14.59   ;
13.09.2017; Жим 90 5х5 100 4х4 110 3х3 разн;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;90;90;90;90;90;100;100;100;100;110;110;110;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;5;5;4;4;4;4;3;3;3;;;;;;4840;50;70%;96.8;137.5; 35.20   ;
;;Вертикальная тяга верхнего блока к груди широким хватом;54;54;54;54;54;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;15;15;;;;;;;;;;;;;4050;75;45%;54;121.33; 33.38   ;
;;Отведение в кроссовере на среднюю дельту;15;15;10;10;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;20;20;20;20;;;;;;;;;;;;;;1000;80;47%;12.5;26.67; 37.50   ;
;;Подъем штанги на бицепс стоя;;;;;;;;;;;;;;;;;;;;;;;;
16.09.2017; Прис 120 тяга до 160 2х2;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;120;120;120;120;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;4;;;;;;;;;;;;;;1920;16;57%;120;210; 9.14   ;
;;Становая тяга;120;120;140;140;160;160;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;3;3;2;2;;;;;;;;;;;;2440;18;64%;135.5555556;212.5; 11.48   ;
;;Наклоны со штангой на плечах;100;100;100;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;;;;;;;;;;;;;;;900;9;58%;100;173.79; 5.18   ;
19.09.2017; Жим 100 5х5 110 4х4 разн;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;100;100;100;100;100;110;110;110;110;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;5;5;4;4;4;4;;;;;;;;;4260;41;76%;103.902439;137.5; 30.98   ;
;;Вертикальная тяга верхнего блока к груди широким хватом;68;68;68;68;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;8;8;8;8;;;;;;;;;;;;;;2176;32;56%;68;121.33; 17.93   ;
;;Рычажная тяга;75;75;75;75;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;8;8;8;8;;;;;;;;;;;;;;2400;32;69%;75;108; 22.22   ;
;;Бицепс в тренажере;50;50;50;50;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;15;;;;;;;;;;;;;;3000;60;58%;50;86.4; 34.72   ;
;;;Техногим;;;;;;;;;;;;;;;;;;;;;;;
;;Жим книзу в блочном тренажере двумя руками;64;64;64;64;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;10;;;;;;;;;;;;;;2560;40;59%;64;109.33; 23.42   ;
;;;Канвт;;;;;;;;;;;;;;;;;;;;;;;
21.09.2017; Прис 140 4х4 150 2х3 яма 120 4х4;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;60;80;100;120;140;140;160;160;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;4;3;2;4;4;3;3;;;;;;;;;;3240;28;55%;115.7142857;210; 15.43   ;
;;Становая тяга из ямы;60;80;100;120;120;120;120;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;4;4;4;4;;;;;;;;;;;3120;31;50%;100.6451613;200; 15.60   ;
;;Наклоны со штангой на плечах;100;100;100;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;;;;;;;;;;;;;;;1500;15;58%;100;173.79; 8.63   ;
;;Разгибания ног на тренажере;;;;;;;;;;;;;;;;;;;;;;;;
;;Сгибание ног лежа на тренажере;;;;;;;;;;;;;;;;;;;;;;;;
27.09.2017; Жим 110 6х3 накл жим 80, 90 разн;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;110;110;110;110;110;110;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;3;3;3;;;;;;;;;;;;1980;18;80%;110;137.5; 14.40   ;
;;Жим штанги на скамье с наклоном вверх;80;80;80;80;80;90;90;90;90;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;5;5;4;4;4;4;;;;;;;;;3440;41;70%;83.90243902;120; 28.67   ;
;;Тяга гантели одной рукой в наклоне;50;50;52.5;52.5;55;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;5;5;;;;;;;;;;;;;1300;25;84%;52;61.88; 21.01   ;
;;Жим книзу в блочном тренажере двумя руками;65;65;57;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;12;15;;;;;;;;;;;;;;;2610;42;57%;62.14285714;109.33; 23.87   ;
;;Бицепс в тренажере;55;55;55;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;2475;45;64%;55;86.4; 28.65   ;
06.10.2017; Жим 100 5х5 107 4х4 разн;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;100;100;100;100;100;107.5;107.5;107.5;107.5;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;5;5;4;4;4;4;;;;;;;;;4220;41;75%;102.9268293;137.5; 30.69   ;
;;Тяга штанги в наклоне;80;80;80;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;;;;;;;;;;;;;;;2880;36;60%;80;133.33; 21.60   ;
;;Вертикальная тяга верхнего блока к груди широким хватом;54;54;54;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;2430;45;45%;54;121.33; 20.03   ;
;;Разведение гантелей в стороны стоя;11.3;11.3;11.3;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;20;20;20;;;;;;;;;;;;;;;678;60;48%;11.3;23.69; 28.62   ;
;;Молоток;15.9;15.9;15.9;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;715.5;45;41%;15.9;39.17; 18.27   ;
09.10.2017; Прис 140 4х4 160 3х3 яма 120 накл 80;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;60;80;100;120;140;140;140;140;160;160;160;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;6;4;3;2;4;4;4;4;3;3;3;;;;;;;4900;40;58%;122.5;210; 23.33   ;
;;Становая тяга из ямы;120;120;120;120;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;4;;;;;;;;;;;;;;1920;16;60%;120;200; 9.60   ;
;;Наклоны со штангой на плечах;80;80;80;80;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;5;;;;;;;;;;;;;;1600;20;46%;80;173.79; 9.21   ;
;;Разгибания ног на тренажере;75;75;75;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;3375;45;49%;75;153.33; 22.01   ;
14.10.2017; Жим 105 6х6 разн;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;105;105;105;105;105;105;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;3;3;3;3;3;3;;;;;;;;;;;;1890;18;76%;105;137.5; 13.75   ;
;;Жим штанги на скамье с наклоном вверх;80;80;80;80;80;87.5;87.5;87.5;87.5;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;5;5;4;4;4;4;;;;;;;;;3400;41;69%;82.92682927;120; 28.33   ;
;;Тяга штанги в наклоне;80;80;80;80;80;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;12;12;;;;;;;;;;;;;4800;60;60%;80;133.33; 36.00   ;
;;Отведение в кроссовере на среднюю дельту;18;18;18;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;810;45;67%;18;26.67; 30.37   ;
;;Жим книзу одной рукой в блочном тренажере обратным хватом;27;27;27;27;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;10;;;;;;;;;;;;;;1080;40;75%;27;36; 30.00   ;
02.11.2017; После пропуска прис 120 жим90;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;120;120;120;120;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;4;;;;;;;;;;;;;;1920;16;57%;120;210; 9.14   ;
;;Жим штанги лежа на горизонтальной скамье;90;90;90;90;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;4;;;;;;;;;;;;;;1440;16;65%;90;137.5; 10.47   ;
04.11.2017; Жим 95 5х5 прис 130 5х5;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;95;95;95;95;95;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;5;5;;;;;;;;;;;;;2375;25;69%;95;137.5; 17.27   ;
;;Приседания со штангой на плечах;130;130;130;130;130;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;5;5;;;;;;;;;;;;;3250;25;62%;130;210; 15.48   ;
09.11.2017; Прис 110 тяга 120;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;110;110;110;110;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;4;;;;;;;;;;;;;;1760;16;52%;110;210; 8.38   ;
;;Становая тяга;60;80;100;110;120;120;120;120;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;5;4;4;4;4;;;;;;;;;;3670;36;48%;101.9444444;212.5; 17.27   ;
;;Сгибание ног лежа на тренажере;43;43;43;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;;;;;;;;;;;;;;;1935;45;41%;43;104.73; 18.48   ;
13.11.2017; Жим 105 5х5 накл 90 5х5 разн;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;105;105;105;105;105;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;5;5;;;;;;;;;;;;;2625;25;76%;105;137.5; 19.09   ;
;;Жим штанги на скамье с наклоном вверх;90;90;90;90;90;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;5;5;;;;;;;;;;;;;2250;25;75%;90;120; 18.75   ;
;;Вертикальная тяга верхнего блока к груди широким хватом;54;54;54;54;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;12;12;12;12;;;;;;;;;;;;;;2592;48;45%;54;121.33; 21.36   ;
;;Горизонтальная тяга узким хватом в блочном тренажере;59;59;59;;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;;;;;;;;;;;;;;;1770;30;54%;59;109.33; 16.19   ;
;;Молоток;;;;;;;;;;;;;;;;;;;;;;;;
17.11.2017; Прис 130 3х3 140 2х2 150 2х1 яма разн;;;;;;;;;;;;;;;;;;;;;;;;;
;;Приседания со штангой на плечах;100;120;130;130;130;140;140;150;150;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;3;3;3;3;2;2;1;1;;;;;;;;;2790;22;60%;126.8181818;210; 13.29   ;
;;Становая тяга из ямы;100;100;100;100;120;120;120;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;4;3;3;3;;;;;;;;;;;2680;25;54%;107.2;200; 13.40   ;
;;Разгибания ног на тренажере;85;95;105;115;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;10;10;10;10;;;;;;;;;;;;;;4000;40;65%;100;153.33; 26.09   ;
;;Гиперэкстензия;20;20;20;20;;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;15;15;15;15;;;;;;;;;;;;;;1200;60;35%;20;57.6; 20.83   ;
22.11.2017; Жим 100 4х4 110 3х3 разн;;;;;;;;;;;;;;;;;;;;;;;;;
;;Жим штанги лежа на горизонтальной скамье;100;100;100;100;110;110;110;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;4;4;4;4;3;3;3;;;;;;;;;;;2590;25;75%;103.6;137.5; 18.84   ;
;;Жим штанги на скамье с наклоном вверх;80;80;80;80;80;;;;;;;;;;;;;V;КПШ;Ио;ср вес; 1ПМ;  КО ;
;;;5;5;5;5;5;;;;;;;;;;;;;2000;25;67%;80;120; 16.67   ;
;;Тяга штанги в наклоне;;;;;;;;;;;;;;;;;;;;;;;;
;;Горизонтальная тяга узким хватом в блочном тренажере;;;;;;;;;;;;;;;;;;;;;;;;
;;Разгибание рук с гантелью из-за головы сидя;;;;;;;;;;;;;;;;;;;;;;;;
